;Участники
2998;1
2999;3
3000;3
3001;2
3002;5
3003;0
3004;5
3005;2
3006;5
3007;0
3008;1
3009;4
3010;4
3011;4
3012;4
3013;4
3014;5
3015;3
3016;3
3017;4
3018;2
3019;3
3020;7
3021;2
3022;3
3023;4
3024;3
3025;6
3026;5
3027;3
3028;5
3029;3
3030;3
3031;3
3032;2
3033;1
3034;0
3035;5
3036;1
3037;2
3038;5
3039;5
3040;4
3041;2
3042;4
3043;5
3044;6
3045;4
3046;3
3047;4
3048;3
3049;4
3050;3
3051;4
3052;6
3053;4
3054;2
3055;0
3056;2
3057;4
3058;4
3059;4
3060;3
3061;2
3062;5
3063;3
3064;1
3065;3
3066;3
3067;5
3068;3
3069;1
3070;4
3071;4
3072;3
3073;3
3074;3
3075;5
3076;4
3077;1
3078;2
3079;1
3080;4
3081;2
3082;7
3083;5
3084;3
3085;6
3086;4
3087;3
3088;5
3089;2
3090;2
3091;2
3092;5
3093;3
3094;1
3095;3
3096;2
3097;3
3098;5
3099;3
3100;3
3101;7
3102;4
3103;5
3104;6
3105;3
3106;4
3107;5
3108;5
3109;2
3110;5
3111;4
3112;3
3113;3
3114;3
3115;3
3116;9
3117;1
3118;2
3119;1
3120;3
3121;4
3122;1
3123;2
3124;4
3125;4
3126;0
3127;8
3128;3
3129;3
3130;5
3131;2
3132;1
3133;4
3134;4
3135;3
3136;2
3137;1
3138;7
3139;3
3140;2
3141;2
3142;4
3143;1
3144;4
3145;9
3146;5
3147;4
3148;6
3149;4
3150;4
3151;6
3152;2
3153;1
3154;6
3155;1
3156;4
3157;4
3158;1
3159;1
3160;5
3161;2
3162;2
3163;4
3164;4
3165;4
3166;1
3167;2
3168;3
3169;2
3170;8
3171;3
3172;1
3173;3
3174;2
3175;3
3176;6
3177;7
3178;2
3179;3
3180;3
3181;5
3182;3
3183;6
3184;2
3185;5
3186;3
3187;2
3188;4
3189;3
3190;4
3191;2
3192;4
3193;4
3194;4
3195;0
3196;1
3197;2
3198;1
3199;5
3200;1
3201;5
3202;1
3203;2
3204;5
3205;2
3206;3
3207;5
3208;4
3209;5
3210;4
3211;4
3212;3
3213;5
3214;6
3215;6
3216;2
3217;2
3218;3
3219;2
3220;0
3221;3
3222;2
3223;5
3224;1
3225;3
3226;1
3227;4
3228;3
3229;4
3230;5
3231;4
3232;3
3233;2
3234;4
3235;1
3236;5
3237;5
3238;1
3239;3
3240;4
3241;3
3242;6
3243;3
3244;3
3245;5
3246;3
3247;2
3248;1
3249;2
3250;6
3251;2
3252;1
3253;5
3254;6
3255;3
3256;6
3257;0
3258;4
3259;5
3260;2
3261;2
3262;3
3263;2
3264;1
3265;2
3266;3
3267;4
3268;5
3269;2
3270;3
3271;3
3272;4
3273;5
3274;1
3275;2
3276;4
3277;2
3278;2
3279;4
3280;4
3281;2
3282;3
3283;3
3284;5
3285;3
3286;6
3287;4
3288;2
3289;4
3290;4
3291;5
3292;1
3293;1
3294;3
3295;4
3296;5
3297;2
3298;3
3299;3
3300;6
3301;4
3302;2
3303;2
3304;2
3305;7
3306;3
3307;4
3308;2
3309;3
3310;5
3311;3
3312;4
3313;6
3314;7
3315;1
3316;5
3317;4
3318;3
3319;4
3320;1
3321;5
3322;3
3323;3
3324;3
3325;1
3326;0
3327;5
3328;1
3329;4
3330;4
3331;4
3332;2
3333;2
3334;2
3335;1
3336;4
3337;4
3338;4
3339;3
3340;2
3341;5
3342;1
3343;4
3344;2
3345;4
3346;3
3347;2
3348;2
3349;4
3350;4
3351;2
3352;4
3353;2
3354;4
3355;2
3356;1
3357;1
3358;2
3359;2
3360;3
3361;3
3362;2
3363;1
3364;4
3365;5
3366;3
3367;2
3368;3
3369;3
3370;1
3371;3
3372;1
3373;2
3374;4
3375;2
3376;3
3377;3
3378;4
3379;6
3380;6
3381;3
3382;4
3383;3
3384;4
3385;1
3386;2
3387;1
3388;3
3389;2
3390;4
3391;3
3392;4
3393;4
3394;4
3395;5
3396;2
3397;4
3398;5
3399;4
3400;4
3401;3
3402;3
3403;5
3404;3
3405;2
3406;4
3407;6
3408;3
3409;1
3410;2
3411;2
3412;2
3413;4
3414;5
3415;1
3416;7
3417;3
3418;7
3419;4
3420;1
3421;4
3422;2
3423;6
3424;6
3425;5
3426;5
3427;2
3428;3
3429;3
3430;4
3431;4
3432;3
3433;4
3434;4
3435;3
3436;4
3437;3
3438;4
3439;3
3440;1
3441;2
3442;2
3443;4
3444;4
3445;0
3446;2
3447;5
3448;3
3449;3
3450;1
3451;2
3452;3
3453;4
3454;6
3455;3
3456;4
3457;3
3458;1
3459;3
3460;4
3461;2
3462;2
3463;4
3464;4
3465;1
3466;2
3467;4
3468;3
3469;4
3470;3
3471;6
3472;2
3473;2
3474;3
3475;2
3476;5
3477;4
3478;4
3479;3
3480;2
3481;5
3482;6
3483;5
3484;2
3485;4
3486;5
3487;2
3488;3
3489;1
3490;1
3491;3
3492;5
3493;4
3494;3
3495;3
3496;3
3497;2
3498;5
3499;2
3500;5
3501;5
3502;2
3503;2
3504;2
3505;3
3506;5
3507;2
3508;4
3509;4
3510;3
3511;4
3512;0
3513;5
3514;5
3515;5
3516;3
3517;2
3518;5
3519;4
3520;4
3521;2
3522;2
3523;3
3524;6
3525;1
3526;5
3527;2
3528;2
3529;3
3530;2
3531;6
3532;2
3533;3
3534;2
3535;5
3536;4
3537;2
3538;2
3539;5
3540;4
3541;3
3542;3
3543;4
3544;5
3545;4
3546;4
3547;4
3548;3
3549;3
3550;3
3551;4
3552;4
3553;3
3554;3
3555;3
3556;4
3557;2
3558;3
3559;2
3560;1
3561;4
3562;1
3563;1
3564;4
3565;2
3566;4
3567;2
3568;3
3569;1
3570;6
3571;4
3572;4
3573;2
3574;3
3575;4
3576;5
3577;5
3578;2
3579;4
3580;2
3581;2
3582;4
3583;2
3584;4
3585;2
3586;6
3587;2
3588;7
3589;5
3590;3
3591;3
3592;5
3593;4
3594;4
3595;2
3596;2
3597;3
3598;4
3599;6
3600;3
3601;1
3602;1
3603;4
3604;5
3605;2
3606;3
3607;2
3608;6
3609;3
3610;3
3611;4
3612;6
3613;4
3614;5
3615;4
3616;8
3617;3
3618;4
3619;0
3620;2
3621;4
3622;2
3623;1
3624;4
3625;2
3626;2
3627;3
3628;3
3629;2
3630;1
3631;4
3632;3
3633;3
3634;7
3635;3
3636;3
3637;2
3638;2
3639;4
3640;3
3641;5
3642;3
3643;3
3644;3
3645;5
3646;4
3647;1
3648;1
3649;4
3650;2
3651;2
3652;3
3653;3
3654;1
3655;2
3656;2
3657;5
3658;3
3659;3
3660;3
3661;3
3662;1
3663;3
3664;4
3665;3
3666;0
3667;1
3668;0
3669;1
3670;4
3671;2
3672;3
3673;4
3674;4
3675;2
3676;4
3677;2
3678;3
3679;4
3680;3
3681;3
3682;2
3683;6
3684;3
3685;2
3686;4
3687;4
3688;3
3689;5
3690;4
3691;3
3692;4
3693;5
3694;2
3695;6
3696;1
3697;7
3698;3
3699;3
3700;5
3701;7
3702;6
3703;4
3704;2
3705;4
3706;3
3707;4
3708;4
3709;7
3710;3
3711;3
3712;3
3713;5
3714;2
3715;4
3716;1
3717;4
3718;2
3719;2
3720;4
3721;1
3722;3
3723;3
3724;1
3725;2
3726;4
3727;2
3728;4
3729;3
3730;4
3731;3
3732;2
3733;3
3734;7
3735;2
3736;2
3737;3
3738;3
3739;2
3740;3
3741;2
3742;6
3743;2
3744;6
3745;4
3746;1
3747;2
3748;4
3749;1
3750;4
3751;6
3752;6
3753;4
3754;5
3755;3
3756;2
3757;5
3758;3
3759;3
3760;6
3761;2
3762;4
3763;4
3764;3
3765;5
3766;3
3767;5
3768;1
3769;4
3770;0
3771;4
3772;5
3773;5
3774;6
3775;4
3776;5
3777;5
3778;2
3779;0
3780;3
3781;5
3782;3
3783;2
3784;7
3785;3
3786;2
3787;5
3788;3
3789;1
3790;4
3791;1
3792;1
3793;1
3794;1
3795;2
3796;2
3797;5
3798;7
3799;5
3800;8
3801;4
3802;4
3803;2
3804;2
3805;2
3806;4
3807;4
3808;3
3809;2
3810;6
3811;2
3812;3
3813;6
3814;2
3815;1
3816;2
3817;3
3818;0
3819;1
3820;4
3821;2
3822;5
3823;0
3824;4
3825;3
3826;1
3827;6
3828;5
3829;2
3830;4
3831;2
3832;2
3833;4
3834;3
3835;1
3836;2
3837;5
3838;4
3839;5
3840;4
3841;6
3842;4
3843;3
3844;2
3845;6
3846;6
3847;3
3848;2
3849;3
3850;2
3851;4
3852;3
3853;4
3854;3
3855;2
3856;2
3857;2
3858;1
3859;4
3860;4
3861;4
3862;3
3863;3
3864;2
3865;5
3866;2
3867;2
3868;4
3869;1
3870;4
3871;1
3872;2
3873;4
3874;2
3875;1
3876;2
3877;4
3878;3
3879;2
3880;4
3881;3
3882;5
3883;3
3884;2
3885;0
3886;1
3887;4
3888;4
3889;3
3890;6
3891;3
3892;0
3893;1
3894;4
3895;2
3896;4
3897;1
3898;4
3899;4
3900;1
3901;3
3902;1
3903;2
3904;5
3905;4
3906;4
3907;5
3908;6
3909;1
3910;5
3911;2
3912;2
3913;3
3914;0
3915;3
3916;0
3917;3
3918;4
3919;6
3920;3
3921;5
3922;3
3923;1
3924;4
3925;4
3926;4
3927;2
3928;3
3929;3
3930;5
3931;3
3932;5
3933;3
3934;1
3935;3
3936;3
3937;3
3938;4
3939;3
3940;3
3941;3
3942;5
3943;4
3944;4
3945;4
3946;2
3947;4
3948;5
3949;2
3950;1
3951;3
3952;4
3953;0
3954;2
3955;4
3956;2
3957;2
3958;5
3959;1
3960;2
3961;3
3962;3
3963;6
3964;3
3965;4
3966;1
3967;5
3968;4
3969;3
3970;4
3971;5
3972;7
3973;5
3974;4
3975;3
3976;2
3977;1
3978;7
3979;3
3980;1
3981;4
3982;2
3983;1
3984;3
3985;5
3986;3
3987;4
3988;4
3989;2
3990;5
3991;3
3992;4
3993;3
3994;2
3995;4
3996;1
3997;7
3998;5
3999;2
4000;4
4001;8
4002;5
4003;3
4004;3
4005;4
4006;2
4007;2
4008;3
4009;2
4010;5
4011;1
4012;5
4013;3
4014;3
4015;1
4016;3
4017;3
4018;4
4019;2
4020;2
4021;1
4022;4
4023;4
4024;4
4025;4
4026;3
4027;5
4028;1
4029;1
4030;2
4031;2
4032;4
4033;4
4034;1
4035;3
4036;5
4037;4
4038;4
4039;6
4040;2
4041;4
4042;4
4043;3
4044;3
4045;5
4046;2
4047;3
4048;1
4049;5
4050;0
4051;2
4052;3
4053;2
4054;6
4055;4
4056;3
4057;5
4058;4
4059;4
4060;2
4061;2
4062;1
4063;3
4064;4
4065;6
4066;8
4067;3
4068;4
4069;3
4070;3
4071;2
4072;3
4073;0
4074;4
4075;3
4076;1
4077;5
4078;3
4079;4
4080;7
4081;4
4082;3
4083;6
4084;4
4085;3
4086;3
4087;3
4088;1
4089;1
4090;5
4091;2
4092;2
4093;4
4094;2
4095;7
4096;1
4097;3
4098;1
4099;2
4100;7
4101;3
4102;8
4103;5
4104;4
4105;5
4106;4
4107;3
4108;1
4109;4
4110;5
4111;2
4112;2
4113;2
4114;2
4115;3
4116;3
4117;4
4118;2
4119;4
4120;2
4121;2
4122;3
4123;1
4124;1
4125;2
4126;5
4127;1
4128;3
4129;3
4130;1
4131;0
4132;3
4133;4
4134;2
4135;1
4136;3
4137;4
4138;2
4139;0
4140;2
4141;4
4142;5
4143;2
4144;3
4145;4
4146;2
4147;6
4148;1
4149;5
4150;3
4151;3
4152;2
4153;3
4154;3
4155;4
4156;3
4157;3
4158;4
4159;1
4160;4
4161;0
4162;3
4163;2
4164;3
4165;7
4166;1
4167;1
4168;2
4169;13
4170;3
4171;5
4172;6
4173;7
4174;8
4175;6
4176;3
4177;1
4178;3
4179;4
4180;0
4181;1
4182;3
4183;2
4184;4
4185;4
4186;1
4187;6
4188;2
4189;4
4190;4
4191;6
4192;2
4193;5
4194;2
4195;3
4196;3
4197;5
4198;4
4199;2
4200;2
4201;3
4202;3
4203;3
4204;1
4205;2
4206;4
4207;3
4208;0
4209;4
4210;3
4211;2
4212;1
4213;3
4214;2
4215;4
4216;2
4217;3
4218;2
4219;3
4220;5
4221;2
4222;2
4223;4
4224;1
4225;3
4226;6
4227;3
4228;2
4229;0
4230;5
4231;6
4232;2
4233;2
4234;4
4235;0
4236;6
4237;2
4238;2
4239;1
4240;1
4241;8
4242;5
4243;5
4244;3
4245;2
4246;1
4247;2
4248;2
4249;5
4250;4
4251;2
4252;3
4253;4
4254;1
4255;4
4256;5
4257;3
4258;3
4259;3
4260;2
4261;5
4262;1
4263;4
4264;3
4265;3
4266;6
4267;4
4268;3
4269;4
4270;3
4271;3
4272;4
4273;7
4274;4
4275;1
4276;3
4277;6
4278;1
4279;4
4280;4
4281;4
4282;3
4283;1
4284;2
4285;3
4286;0
4287;2
4288;3
4289;4
4290;4
4291;3
4292;2
4293;5
4294;4
4295;3
4296;4
4297;1
4298;1
4299;3
4300;1
4301;2
4302;5
4303;2
4304;3
4305;2
4306;3
4307;3
4308;4
4309;1
4310;2
4311;1
4312;5
4313;6
4314;6
4315;3
4316;6
4317;2
4318;6
4319;3
4320;5
4321;2
4322;4
4323;4
4324;4
4325;3
4326;2
4327;2
4328;3
4329;4
4330;3
4331;5
4332;0
4333;3
4334;2
4335;4
4336;4
4337;4
4338;1
4339;3
4340;4
4341;2
4342;4
4343;3
4344;2
4345;2
4346;1
4347;4
4348;4
4349;0
4350;5
4351;2
4352;2
4353;4
4354;5
4355;1
4356;2
4357;1
4358;4
4359;4
4360;1
4361;1
4362;4
4363;2
4364;1
4365;4
4366;4
4367;3
4368;1
4369;2
4370;1
4371;4
4372;2
4373;3
4374;3
4375;3
4376;1
4377;5
4378;1
4379;1
4380;2
4381;4
4382;4
4383;4
4384;4
4385;2
4386;0
4387;4
4388;3
4389;2
4390;2
4391;1
4392;3
4393;1
4394;3
4395;2
4396;1
4397;3
4398;3
4399;3
4400;5
4401;5
4402;2
4403;3
4404;3
4405;4
4406;2
4407;3
4408;2
4409;3
4410;3
4411;7
4412;5
4413;3
4414;1
4415;3
4416;3
4417;3
4418;6
4419;8
4420;2
4421;5
4422;4
4423;5
4424;2
4425;2
4426;4
4427;2
4428;6
4429;3
4430;0
4431;3
4432;2
4433;4
4434;3
4435;3
4436;4
4437;7
4438;2
4439;6
4440;2
4441;4
4442;4
4443;4
4444;3
4445;3
4446;3
4447;4
4448;3
4449;5
4450;4
4451;6
4452;2
4453;3
4454;1
4455;3
4456;3
4457;4
4458;4
4459;2
4460;3
4461;2
4462;6
4463;3
4464;6
4465;3
4466;1
4467;2
4468;3
4469;6
4470;1
4471;1
4472;2
4473;3
4474;3
4475;2
4476;2
4477;1
4478;2
4479;4
4480;3
4481;3
4482;3
4483;5
4484;1
4485;3
4486;2
4487;6
4488;2
4489;0
4490;2
4491;6
4492;2
4493;2
4494;4
4495;3
4496;4
4497;1
4498;2
4499;1
4500;4
4501;5
4502;3
4503;6
4504;0
4505;3
4506;3
4507;0
4508;4
4509;3
4510;4
4511;2
4512;1
4513;4
4514;2
4515;2
4516;2
4517;2
4518;3
4519;4
4520;5
4521;3
4522;3
4523;2
4524;3
4525;5
4526;2
4527;2
4528;4
4529;4
4530;6
4531;2
4532;2
4533;0
4534;4
4535;1
4536;1
4537;5
4538;4
4539;3
4540;4
4541;3
4542;1
4543;4
4544;6
4545;5
4546;2
4547;5
4548;2
4549;2
4550;1
4551;1
4552;4
4553;1
4554;1
4555;5
4556;3
4557;7
4558;0
4559;2
4560;2
4561;5
4562;2
4563;6
4564;4
4565;6
4566;5
4567;2
4568;6
4569;2
4570;0
4571;1
4572;2
4573;2
4574;4
4575;4
4576;4
4577;3
4578;4
4579;1
4580;6
4581;2
4582;2
4583;3
4584;5
4585;3
4586;2
4587;6
4588;2
4589;2
4590;5
4591;2
4592;3
4593;1
4594;4
4595;5
4596;3
4597;5
4598;2
4599;4
4600;3
4601;7
4602;3
4603;1
4604;2
4605;4
4606;2
4607;2
4608;5
4609;4
4610;3
4611;3
4612;2
4613;2
4614;5
4615;2
4616;2
4617;2
4618;2
4619;2
4620;7
4621;2
4622;4
4623;5
4624;5
4625;3
4626;6
4627;0
4628;5
4629;4
4630;3
4631;4
4632;2
4633;5
4634;3
4635;3
4636;1
4637;2
4638;4
4639;4
4640;4
4641;3
4642;2
4643;1
4644;4
4645;6
4646;1
4647;3
4648;3
4649;4
4650;8
4651;2
4652;1
4653;4
4654;3
4655;2
4656;6
4657;2
4658;3
4659;3
4660;0
4661;6
4662;2
4663;4
4664;2
4665;5
4666;4
4667;7
4668;0
4669;4
4670;4
4671;4
4672;3
4673;3
4674;5
4675;6
4676;3
4677;2
4678;8
4679;2
4680;1
4681;3
4682;2
4683;4
4684;4
4685;4
4686;0
4687;2
4688;3
4689;2
4690;6
4691;6
4692;2
4693;3
4694;3
4695;3
4696;4
4697;2
4698;2
4699;3
4700;7
4701;3
4702;4
4703;5
4704;2
4705;2
4706;5
4707;2
4708;2
4709;2
4710;3
4711;2
4712;3
4713;2
4714;2
4715;1
4716;3
4717;2
4718;1
4719;3
4720;2
4721;3
4722;2
4723;3
4724;3
4725;1
4726;4
4727;4
4728;3
4729;6
4730;3
4731;3
4732;1
4733;2
4734;2
4735;5
4736;2
4737;3
4738;2
4739;6
4740;4
4741;3
4742;1
4743;5
4744;0
4745;3
4746;1
4747;4
4748;2
4749;2
4750;5
4751;2
4752;4
4753;1
4754;2
4755;1
4756;5
4757;3
4758;3
4759;3
4760;4
4761;3
4762;2
4763;3
4764;5
4765;4
4766;2
4767;3
4768;5
4769;6
4770;6
4771;7
4772;2
4773;4
4774;2
4775;6
4776;7
4777;4
4778;4
4779;2
4780;3
4781;5
4782;2
4783;4
4784;3
4785;3
4786;3
4787;4
4788;2
4789;6
4790;5
4791;3
4792;8
4793;3
4794;0
4795;3
4796;4
4797;4
4798;4
4799;3
4800;3
4801;1
4802;1
4803;3
4804;4
4805;5
4806;2
4807;3
4808;0
4809;5
4810;6
4811;4
4812;3
4813;4
4814;2
4815;3
4816;1
4817;5
4818;6
4819;2
4820;7
4821;6
4822;3
4823;5
4824;3
4825;4
4826;4
4827;4
4828;2
4829;3
4830;3
4831;2
4832;4
4833;3
4834;3
4835;2
4836;3
4837;4
4838;2
4839;7
4840;3
4841;1
4842;3
4843;1
4844;4
4845;3
4846;6
4847;2
4848;2
4849;3
4850;6
4851;2
4852;4
4853;3
4854;1
4855;5
4856;3
4857;5
4858;4
4859;2
4860;3
4861;3
4862;6
4863;3
4864;2
4865;4
4866;6
4867;2
4868;0
4869;3
4870;3
4871;3
4872;2
4873;1
4874;0
4875;2
4876;3
4877;1
4878;4
4879;2
4880;0
4881;5
4882;3
4883;4
4884;8
4885;8
4886;4
4887;5
4888;1
4889;5
4890;4
4891;0
4892;3
4893;2
4894;3
4895;4
4896;3
4897;2
4898;1
4899;6
4900;2
4901;3
4902;4
4903;4
4904;3
4905;4
4906;1
4907;6
4908;8
4909;0
4910;3
4911;3
4912;2
4913;6
4914;4
4915;1
4916;5
4917;7
4918;7
4919;4
4920;3
4921;4
4922;1
4923;3
4924;2
4925;2
4926;5
4927;4
4928;2
4929;4
4930;4
4931;2
4932;3
4933;5
4934;7
4935;3
4936;3
4937;1
4938;3
4939;3
4940;2
4941;3
4942;1
4943;3
4944;4
4945;6
4946;3
4947;3
4948;5
4949;3
4950;4
4951;3
4952;8
4953;5
4954;2
4955;5
4956;3
4957;4
4958;3
4959;2
4960;4
4961;3
4962;2
4963;5
4964;4
4965;7
4966;6
4967;3
4968;0
4969;5
4970;6
4971;3
4972;4
4973;2
4974;2
4975;4
4976;4
4977;2
4978;2
4979;2
4980;6
4981;3
4982;3
4983;3
4984;5
4985;2
4986;1
4987;5
4988;4
4989;3
4990;1
4991;2
4992;4
4993;2
4994;8
4995;2
4996;3
4997;4
4998;4
4999;7
5000;1
5001;3
5002;3
5003;5
5004;3
5005;4
5006;5
5007;6
5008;3
5009;3
5010;3
5011;3
5012;3
5013;4
5014;3
5015;4
5016;2
5017;4
5018;6
5019;2
5020;2
5021;4
5022;4
5023;4
5024;2
5025;3
5026;5
5027;4
5028;1
5029;3
5030;1
5031;4
5032;3
5033;5
5034;3
5035;2
5036;3
5037;8
5038;4
5039;4
5040;4
5041;2
5042;3
5043;2
5044;4
5045;7
5046;1
5047;4
5048;1
5049;2
5050;3
5051;4
5052;4
5053;2
5054;4
5055;6
5056;5
5057;5
5058;5
5059;2
5060;2
5061;2
5062;3
5063;1
5064;2
5065;2
5066;3
5067;2
5068;2
5069;1
5070;2
5071;3
5072;3
5073;3
5074;3
5075;2
5076;3
5077;3
5078;4
5079;7
5080;2
5081;2
5082;2
5083;3
5084;2
5085;6
5086;1
5087;5
5088;2
5089;5
5090;2
5091;2
5092;3
5093;2
5094;2
5095;4
5096;5
5097;1
5098;4
5099;3
5100;7
5101;3
5102;3
5103;3
5104;3
5105;1
5106;3
5107;2
5108;3
5109;2
5110;3
5111;3
5112;4
5113;1
5114;4
5115;2
5116;3
5117;1
5118;4
5119;3
5120;3
5121;1
5122;3
5123;6
5124;1
5125;4
5126;4
5127;4
5128;6
5129;2
5130;1
5131;2
5132;1
5133;3
5134;2
5135;2
5136;3
5137;7
5138;2
5139;0
5140;3
5141;3
5142;8
5143;8
5144;1
5145;3
5146;1
5147;4
5148;1
5149;3
5150;4
5151;4
5152;3
5153;3
5154;3
5155;1
5156;1
5157;5
5158;3
5159;3
5160;5
5161;6
5162;1
5163;2
5164;4
5165;3
5166;4
5167;0
5168;3
5169;2
5170;4
5171;4
5172;3
5173;4
5174;2
5175;2
5176;2
5177;1
5178;5
5179;3
5180;6
5181;3
5182;7
5183;4
5184;1
5185;2
5186;6
5187;4
5188;8
5189;5
5190;5
5191;4
5192;3
5193;0
5194;2
5195;5
5196;0
5197;2
5198;2
5199;3
5200;4
5201;0
5202;2
5203;6
5204;2
5205;7
5206;4
5207;4
5208;3
5209;1
5210;8
5211;2
5212;2
5213;3
5214;2
5215;5
5216;3
5217;6
5218;3
5219;7
5220;2
5221;3
5222;5
5223;3
5224;2
5225;3
5226;3
5227;3
5228;4
5229;2
5230;3
5231;2
5232;3
5233;2
5234;1
5235;3
5236;5
5237;4
5238;1
5239;3
5240;3
5241;3
5242;4
5243;2
5244;3
5245;2
5246;2
5247;2
5248;4
5249;1
5250;2
5251;5
5252;4
5253;3
5254;4
5255;5
5256;5
5257;1
5258;2
5259;3
5260;2
5261;2
5262;4
5263;2
5264;3
5265;2
5266;3
5267;3
5268;4
5269;2
5270;2
5271;3
5272;3
5273;5
5274;3
5275;3
5276;3
5277;6
5278;2
5279;7
5280;1
5281;3
5282;2
5283;5
5284;2
5285;5
5286;4
5287;3
5288;0
5289;4
5290;3
5291;2
5292;2
5293;5
5294;5
5295;5
5296;1
5297;3
5298;3
5299;4
5300;4
5301;4
5302;6
5303;5
5304;1
5305;2
5306;2
5307;2
5308;4
5309;4
5310;1
5311;2
5312;3
5313;0
5314;3
5315;4
5316;1
5317;3
5318;4
5319;2
5320;3
5321;1
5322;4
5323;5
5324;4
5325;4
5326;2
5327;3
5328;4
5329;1
5330;4
5331;0
5332;3
5333;1
5334;1
5335;2
5336;5
5337;2
5338;2
5339;2
5340;4
5341;5
5342;0
5343;4
5344;3
5345;0
5346;2
5347;2
5348;1
5349;5
5350;5
5351;5
5352;3
5353;1
5354;4
5355;2
5356;3
5357;6
5358;1
5359;1
5360;2
5361;5
5362;3
5363;2
5364;4
5365;1
5366;2
5367;7
5368;1
5369;4
5370;2
5371;4
5372;6
5373;6
5374;4
5375;2
5376;2
5377;2
5378;4
5379;3
5380;3
5381;2
5382;2
5383;5
5384;6
5385;1
5386;3
5387;5
5388;3
5389;1
5390;1
5391;8
5392;1
5393;4
5394;3
5395;4
5396;6
5397;3
5398;5
5399;3
5400;4
5401;3
5402;6
5403;3
5404;7
5405;2
5406;0
5407;1
5408;4
5409;4
5410;1
5411;3
5412;3
5413;4
5414;3
5415;4
5416;4
5417;1
5418;4
5419;3
5420;2
5421;6
5422;3
5423;2
5424;3
5425;4
5426;5
5427;3
5428;3
5429;5
5430;3
5431;0
5432;5
5433;4
5434;5
5435;4
5436;4
5437;2
5438;2
5439;2
5440;6
5441;5
5442;3
5443;4
5444;1
5445;5
5446;6
5447;4
5448;2
5449;4
5450;2
5451;6
5452;1
5453;3
5454;3
5455;4
5456;3
5457;2
5458;7
5459;4
5460;6
5461;3
5462;3
5463;4
5464;2
5465;2
5466;3
5467;4
5468;4
5469;4
5470;2
5471;2
5472;3
5473;3
5474;3
5475;2
5476;6
5477;0
5478;6
5479;4
5480;2
5481;2
5482;6
5483;5
5484;3
5485;1
5486;1
5487;4
5488;6
5489;0
5490;1
5491;3
5492;4
5493;1
5494;3
5495;3
5496;2
5497;6
5498;3
5499;2
5500;2
5501;5
5502;5
5503;2
5504;4
5505;1
5506;3
5507;3
5508;2
5509;3
5510;7
5511;2
5512;3
5513;3
5514;1
5515;2
5516;3
5517;3
5518;3
5519;4
5520;1
5521;3
5522;6
5523;6
5524;2
5525;2
5526;2
5527;7
5528;3
5529;5
5530;2
5531;2
5532;4
5533;1
5534;4
5535;4
5536;1
5537;4
5538;2
5539;3
5540;6
5541;4
5542;4
5543;3
5544;6
5545;4
5546;6
5547;2
5548;5
5549;4
5550;1
5551;3
5552;2
5553;3
5554;1
5555;2
5556;5
5557;1
5558;3
5559;3
5560;5
5561;4
5562;3
5563;2
5564;2
5565;6
5566;4
5567;2
5568;2
5569;2
5570;2
5571;2
5572;1
5573;4
5574;3
5575;2
5576;2
5577;4
5578;4
5579;2
5580;4
5581;4
5582;3
5583;7
5584;2
5585;7
5586;5
5587;2
5588;2
5589;2
5590;1
5591;7
5592;1
5593;1
5594;3
5595;3
5596;2
5597;3
5598;8
5599;4
5600;3
5601;1
5602;4
5603;3
5604;4
5605;3
5606;2
5607;1
5608;2
5609;4
5610;3
5611;1
5612;4
5613;7
5614;4
5615;3
5616;6
5617;4
5618;3
5619;3
5620;3
5621;3
5622;7
5623;5
5624;5
5625;5
5626;1
5627;1
5628;1
5629;2
5630;8
5631;3
5632;1
5633;4
5634;9
5635;8
5636;5
5637;1
5638;2
5639;1
5640;5
5641;5
5642;5
5643;1
5644;8
5645;6
5646;5
5647;0
5648;3
5649;4
5650;3
5651;4
5652;5
5653;1
5654;4
5655;4
5656;3
5657;4
5658;5
5659;3
5660;3
5661;2
5662;0
5663;2
5664;5
5665;3
5666;2
5667;1
5668;1
5669;2
5670;1
5671;4
5672;2
5673;4
5674;3
5675;2
5676;1
5677;1
5678;8
5679;0
5680;3
5681;2
5682;5
5683;2
5684;1
5685;4
5686;3
5687;4
5688;3
5689;3
5690;4
5691;5
5692;2
5693;2
5694;2
5695;8
5696;5
5697;3
5698;4
5699;4
5700;2
5701;3
5702;3
5703;4
5704;4
5705;6
5706;4
5707;4
5708;3
5709;3
5710;2
5711;5
5712;4
5713;3
5714;3
5715;3
5716;1
5717;7
5718;5
5719;1
5720;3
5721;4
5722;4
5723;2
5724;1
5725;3
5726;5
5727;1
5728;3
5729;3
5730;2
5731;2
5732;2
5733;4
5734;5
5735;4
5736;4
5737;3
5738;3
5739;2
5740;4
5741;5
5742;3
5743;1
5744;3
5745;4
5746;4
5747;3
5748;1
5749;3
5750;2
5751;2
5752;2
5753;3
5754;3
5755;1
5756;2
5757;2
5758;5
5759;4
5760;4
5761;3
5762;1
5763;3
5764;2
5765;4
5766;3
5767;4
5768;2
5769;2
5770;3
5771;1
5772;2
5773;6
5774;3
5775;2
5776;1
5777;4
5778;4
5779;4
5780;5
5781;3
5782;0
5783;5
5784;2
5785;5
5786;3
5787;1
5788;5
5789;2
5790;4
5791;2
5792;4
5793;5
5794;0
5795;3
5796;3
